STT,Từ Tiếng Anh,Số lần,Số file,Nguồn,Gợi ý tiếng Việt
5836,Kisuke,5,3,json/md,(chưa gợi ý)
5837,Nebuta,5,3,json/md,(chưa gợi ý)
5838,Iroha,5,4,json/md,(chưa gợi ý)
5839,Shironoir,5,3,json/md,(chưa gợi ý)
5840,Kawakamiya,5,4,json/md,(chưa gợi ý)
5841,Nagara,5,3,json/md,(chưa gợi ý)
5842,kushikatsu,5,4,json/md,(chưa gợi ý)
5843,sauce,5,4,json/md,(chưa gợi ý)
5844,Kiyomori,5,3,json/md,(chưa gợi ý)
5845,Nihon,5,3,json/md,(chưa gợi ý)
5846,Sankei,5,3,json/md,(chưa gợi ý)
5847,Pon,5,3,json/md,(chưa gợi ý)
5848,Juice,5,3,json/md,(chưa gợi ý)
5849,Botchan,5,3,json/md,(chưa gợi ý)
5850,Motsunabe,5,3,json/md,(chưa gợi ý)
5851,champon,5,3,json/md,(chưa gợi ý)
5852,Mentaiko,5,3,json/md,(chưa gợi ý)
5853,Fukuya,5,3,json/md,(chưa gợi ý)
5854,Nagahama,5,3,json/md,(chưa gợi ý)
5855,Kumamon,5,3,json/md,(chưa gợi ý)
5856,Suganoya,5,3,json/md,(chưa gợi ý)
5857,Haisai,5,3,json/md,(chưa gợi ý)
5858,Himeyuri,5,3,json/md,(chưa gợi ý)
5859,Shogatsu,5,4,json/md,(chưa gợi ý)
5860,espresso,5,3,json/md,(chưa gợi ý)
5861,Ise,5,4,json/md,(chưa gợi ý)
5862,Kaikaya,5,3,json/md,(chưa gợi ý)
5863,Matsuda,5,4,json/md,(chưa gợi ý)
5864,Cherry,5,4,json/md,(chưa gợi ý)
5865,Spitz,5,3,json/md,(chưa gợi ý)
5866,Entry,5,5,json/md,(chưa gợi ý)
5867,Important,5,5,json/md,(chưa gợi ý)
5868,Updated,5,5,json/md,(chưa gợi ý)
5869,works,5,5,json/md,(chưa gợi ý)
5870,JPY,5,2,md,(chưa gợi ý)
5871,Specify,5,5,json/md,(chưa gợi ý)
5872,specify,5,5,json/md,(chưa gợi ý)
5873,which,5,2,md,(chưa gợi ý)
5874,exactly,5,4,json/md,(chưa gợi ý)
5875,universe,5,4,md,(chưa gợi ý)
5876,biz,5,4,md,(chưa gợi ý)
5877,Cofounder,5,4,md,(chưa gợi ý)
5878,Chief,5,2,md,(chưa gợi ý)
5879,Journal,5,2,md,(chưa gợi ý)
5880,Canon,5,1,md,(chưa gợi ý)
5881,award,5,4,md,(chưa gợi ý)
5882,funds,5,4,md,(chưa gợi ý)
5883,Stock,5,5,md,(chưa gợi ý)
5884,Psychological,5,4,md,(chưa gợi ý)
5885,intense,5,5,json/md,(chưa gợi ý)
5886,Daiichi,5,3,json/md,(chưa gợi ý)
5887,convertible,5,3,md,(chưa gợi ý)
5888,conversational,5,5,json/md,(chưa gợi ý)
5889,adult,5,3,json/md,(chưa gợi ý)
5890,config,5,2,md,(chưa gợi ý)
5891,Marunouchi,5,5,json/md,(chưa gợi ý)
5892,Club,5,5,json/md,(chưa gợi ý)
5893,cheese,5,4,json/md,(chưa gợi ý)
5894,selection,5,5,json/md,(chưa gợi ý)
5895,around,5,5,json/md,(chưa gợi ý)
5896,Reject,5,5,json/md,(chưa gợi ý)
5897,tru,5,5,json/md,(chưa gợi ý)
5898,mask,5,5,json/md,(chưa gợi ý)
5899,Champagne,5,5,json/md,(chưa gợi ý)
5900,Tax,5,4,json/md,(chưa gợi ý)
5901,upfront,5,5,json/md,(chưa gợi ý)
5902,our,5,5,json/md,(chưa gợi ý)
5903,important,5,5,json/md,(chưa gợi ý)
5904,easier,5,5,json/md,(chưa gợi ý)
5905,sure,5,5,json/md,(chưa gợi ý)
5906,rapid,5,5,json/md,(chưa gợi ý)
5907,possible,5,5,json/md,(chưa gợi ý)
5908,anxiety,5,5,json/md,(chưa gợi ý)
5909,Improvise,5,5,json/md,(chưa gợi ý)
5910,narrate,5,5,json/md,(chưa gợi ý)
5911,logistics,5,4,json/md,(chưa gợi ý)
5912,Tomorrow,5,5,json/md,(chưa gợi ý)
5913,exit,5,5,json/md,(chưa gợi ý)
5914,motion,5,5,json/md,(chưa gợi ý)
5915,intentional,5,3,md,(chưa gợi ý)
5916,ssh,5,3,md,(chưa gợi ý)
5917,Align,5,4,json/md,(chưa gợi ý)
5918,changed,5,3,md,(chưa gợi ý)
5919,explainability,5,3,json/md,(chưa gợi ý)
5920,operational,5,4,json/md,(chưa gợi ý)
5921,positioning,5,4,md,(chưa gợi ý)
5922,Door,5,3,md,(chưa gợi ý)
5923,attendees,5,3,json/md,(chưa gợi ý)
5924,Confirmation,5,4,md,(chưa gợi ý)
5925,termination,5,4,json/md,(chưa gợi ý)
5926,suggested,5,4,md,(chưa gợi ý)
5927,shortcut,5,4,json/md,(chưa gợi ý)
5928,Address,5,3,json/md,(chưa gợi ý)
5929,cashflow,5,3,json/md,(chưa gợi ý)
5930,Threat,5,4,json/md,(chưa gợi ý)
5931,guidance,5,5,md,(chưa gợi ý)
5932,asking,5,3,json/md,(chưa gợi ý)
5933,Reciprocal,5,4,json/md,(chưa gợi ý)
5934,boss,5,4,json/md,(chưa gợi ý)
5935,Sync,5,4,md,(chưa gợi ý)
5936,reversibility,5,4,json/md,(chưa gợi ý)
5937,rationale,5,3,md,(chưa gợi ý)
5938,incremental,5,3,json/md,(chưa gợi ý)
5939,kanban,5,4,md,(chưa gợi ý)
5940,Detect,5,3,md,(chưa gợi ý)
5941,Director,5,3,json/md,(chưa gợi ý)
5942,Sabbatical,5,4,json/md,(chưa gợi ý)
5943,Runbook,5,4,json/md,(chưa gợi ý)
5944,recalibration,5,3,json/md,(chưa gợi ý)
5945,invert,5,4,md,(chưa gợi ý)
5946,Bandura,5,5,md,(chưa gợi ý)
5947,Dai,5,2,md,(chưa gợi ý)
5948,nai,5,2,md,(chưa gợi ý)
5949,Trading,5,3,md,(chưa gợi ý)
5950,Kenji,5,4,json/md,(chưa gợi ý)
5951,essay,5,3,md,(chưa gợi ý)
5952,TPP,5,2,md,(chưa gợi ý)
5953,Thai,5,5,md,(chưa gợi ý)
5954,Paternity,5,3,md,(chưa gợi ý)
5955,cheers,5,1,md,(chưa gợi ý)
5956,Daiwa,5,2,md,(chưa gợi ý)
5957,otaku,5,5,json/md,(chưa gợi ý)
5958,recycling,5,4,md,(chưa gợi ý)
5959,Mate,5,2,md,(chưa gợi ý)
5960,Morita,5,3,md,(chưa gợi ý)
5961,Kaminarimon,5,2,json/md,(chưa gợi ý)
5962,GROUP,5,3,json/md,(chưa gợi ý)
5963,create_book,5,3,md,(chưa gợi ý)
5964,eigenvalue,5,3,md,(chưa gợi ý)
5965,matplotlib,5,2,md,(chưa gợi ý)
5966,SciPy,5,1,md,(chưa gợi ý)
5967,Nishijin,5,2,json/md,(chưa gợi ý)
5968,rebase,5,1,md,(chưa gợi ý)
5969,GitFlow,5,2,md,(chưa gợi ý)
5970,vun,5,3,json/md,(chưa gợi ý)
5971,newbie,5,4,json/md,(chưa gợi ý)
5972,Binary,5,2,md,(chưa gợi ý)
5973,Dijkstra,5,2,md,(chưa gợi ý)
5974,heappush,5,2,md,(chưa gợi ý)
5975,BAN,5,4,json,(chưa gợi ý)
5976,HAI,5,4,json,(chưa gợi ý)
5977,khinh,5,3,json,(chưa gợi ý)
5978,Canh,5,1,json,(chưa gợi ý)
5979,gyoza,5,1,json,(chưa gợi ý)
5980,yogashi,5,1,json,(chưa gợi ý)
5981,Todaiji,5,1,json,(chưa gợi ý)
5982,Hachiko,5,1,json,(chưa gợi ý)
5983,Robot,5,1,json,(chưa gợi ý)
5984,melatonin,5,1,json,(chưa gợi ý)
5985,corona,5,1,json,(chưa gợi ý)
5986,oxy,5,2,json,(chưa gợi ý)
5987,tua,5,1,json,(chưa gợi ý)
5988,recital,5,1,json,(chưa gợi ý)
5989,yatsuhashi,5,1,json,(chưa gợi ý)
5990,hakama,5,1,json,(chưa gợi ý)
5991,Shiba,5,1,json,(chưa gợi ý)
5992,PES,5,1,json,(chưa gợi ý)
5993,rule_20_bad_04,5,5,json,(chưa gợi ý)
5994,rule_21_bad_01,5,5,json,(chưa gợi ý)
5995,rule_21_bad_02,5,5,json,(chưa gợi ý)
5996,rule_21_bad_03,5,5,json,(chưa gợi ý)
5997,rule_23_bad_01,5,5,json,(chưa gợi ý)
5998,rule_23_bad_02,5,5,json,(chưa gợi ý)
5999,rule_23_bad_03,5,5,json,(chưa gợi ý)
6000,rule_23_good_06,5,4,json,(chưa gợi ý)
6001,rule_17_bad_04,5,5,json,(chưa gợi ý)
6002,rule_17_good_05,5,4,json,(chưa gợi ý)
6003,rule_18_bad_01,5,5,json,(chưa gợi ý)
6004,rule_18_bad_02,5,5,json,(chưa gợi ý)
6005,rule_18_bad_03,5,5,json,(chưa gợi ý)
6006,rule_18_bad_04,5,5,json,(chưa gợi ý)
6007,rule_16_bad_01,5,5,json,(chưa gợi ý)
6008,rule_16_bad_02,5,5,json,(chưa gợi ý)
6009,rule_16_bad_03,5,5,json,(chưa gợi ý)
6010,rule_16_bad_04,5,5,json,(chưa gợi ý)
6011,rule_16_good_05,5,4,json,(chưa gợi ý)
6012,rule_22_bad_01,5,5,json,(chưa gợi ý)
6013,rule_22_bad_02,5,5,json,(chưa gợi ý)
6014,rule_22_bad_03,5,5,json,(chưa gợi ý)
6015,rule_19_bad_04,5,5,json,(chưa gợi ý)
6016,rule_15_bad_01,5,5,json,(chưa gợi ý)
6017,rule_15_bad_02,5,5,json,(chưa gợi ý)
6018,rule_15_bad_03,5,5,json,(chưa gợi ý)
6019,rule_15_bad_04,5,5,json,(chưa gợi ý)
6020,rule_15_kp_02,5,5,json,(chưa gợi ý)
6021,rule_10_bad_03,5,5,json,(chưa gợi ý)
6022,rule_09_bad_01,5,5,json,(chưa gợi ý)
6023,rule_09_bad_02,5,5,json,(chưa gợi ý)
6024,rule_09_bad_03,5,5,json,(chưa gợi ý)
6025,rule_08_bad_03,5,5,json,(chưa gợi ý)
6026,rule_12_bad_01,5,5,json,(chưa gợi ý)
6027,rule_12_bad_02,5,5,json,(chưa gợi ý)
6028,rule_12_bad_03,5,5,json,(chưa gợi ý)
6029,rule_11_bad_03,5,5,json,(chưa gợi ý)
6030,rule_13_kp_02,5,5,json,(chưa gợi ý)
6031,rule_14_bad_01,5,5,json,(chưa gợi ý)
6032,rule_14_bad_02,5,5,json,(chưa gợi ý)
6033,rule_14_bad_03,5,5,json,(chưa gợi ý)
6034,rule_14_bad_04,5,5,json,(chưa gợi ý)
6035,rule_34_bad_01,5,5,json,(chưa gợi ý)
6036,rule_34_bad_02,5,5,json,(chưa gợi ý)
6037,rule_34_bad_03,5,5,json,(chưa gợi ý)
6038,rule_35_bad_01,5,5,json,(chưa gợi ý)
6039,rule_35_bad_02,5,5,json,(chưa gợi ý)
6040,rule_35_bad_03,5,5,json,(chưa gợi ý)
6041,rule_35_kp_02,5,5,json,(chưa gợi ý)
6042,rule_33_bad_01,5,5,json,(chưa gợi ý)
6043,rule_33_bad_02,5,5,json,(chưa gợi ý)
6044,rule_33_bad_03,5,5,json,(chưa gợi ý)
6045,rule_33_bad_04,5,5,json,(chưa gợi ý)
6046,rule_32_bad_01,5,5,json,(chưa gợi ý)
6047,rule_32_bad_02,5,5,json,(chưa gợi ý)
6048,rule_32_bad_03,5,5,json,(chưa gợi ý)
6049,rule_32_good_08,5,2,json,(chưa gợi ý)
6050,rule_32_good_05,5,4,json,(chưa gợi ý)
6051,rule_32_kp_02,5,5,json,(chưa gợi ý)
6052,rule_31_bad_01,5,5,json,(chưa gợi ý)
6053,rule_31_bad_02,5,5,json,(chưa gợi ý)
6054,rule_31_bad_03,5,5,json,(chưa gợi ý)
6055,rule_31_kp_02,5,5,json,(chưa gợi ý)
6056,rule_28_bad_01,5,5,json,(chưa gợi ý)
6057,rule_28_bad_02,5,5,json,(chưa gợi ý)
6058,rule_28_bad_03,5,5,json,(chưa gợi ý)
6059,rule_28_kp_02,5,5,json,(chưa gợi ý)
6060,rule_25_bad_01,5,5,json,(chưa gợi ý)
6061,rule_25_bad_02,5,5,json,(chưa gợi ý)
6062,rule_25_bad_03,5,5,json,(chưa gợi ý)
6063,rule_25_good_06,5,4,json,(chưa gợi ý)
6064,rule_27_bad_01,5,5,json,(chưa gợi ý)
6065,rule_27_bad_02,5,5,json,(chưa gợi ý)
6066,rule_27_bad_03,5,5,json,(chưa gợi ý)
6067,rule_29_bad_01,5,5,json,(chưa gợi ý)
6068,rule_29_bad_02,5,5,json,(chưa gợi ý)
6069,rule_29_bad_03,5,5,json,(chưa gợi ý)
6070,rule_29_bad_04,5,5,json,(chưa gợi ý)
6071,rule_29_good_05,5,3,json,(chưa gợi ý)
6072,rule_29_good_04,5,4,json,(chưa gợi ý)
6073,rule_29_kp_02,5,5,json,(chưa gợi ý)
6074,rule_30_bad_01,5,5,json,(chưa gợi ý)
6075,rule_30_bad_02,5,5,json,(chưa gợi ý)
6076,rule_30_bad_03,5,5,json,(chưa gợi ý)
6077,rule_30_good_05,5,4,json,(chưa gợi ý)
6078,rule_30_kp_02,5,5,json,(chưa gợi ý)
6079,rule_26_bad_01,5,5,json,(chưa gợi ý)
6080,rule_26_bad_02,5,5,json,(chưa gợi ý)
6081,rule_26_good_05,5,4,json,(chưa gợi ý)
6082,rule_26_kp_02,5,5,json,(chưa gợi ý)
6083,rule_24_bad_01,5,5,json,(chưa gợi ý)
6084,rule_24_bad_02,5,5,json,(chưa gợi ý)
6085,rule_24_bad_03,5,5,json,(chưa gợi ý)
6086,rule_24_kp_02,5,5,json,(chưa gợi ý)
6087,rule_03_bad_02,5,5,json,(chưa gợi ý)
6088,rule_03_bad_03,5,5,json,(chưa gợi ý)
6089,rule_03_bad_04,5,5,json,(chưa gợi ý)
6090,rule_06_bad_03,5,5,json,(chưa gợi ý)
6091,rule_06_bad_04,5,5,json,(chưa gợi ý)
6092,rule_07_bad_03,5,5,json,(chưa gợi ý)
6093,rule_07_bad_04,5,5,json,(chưa gợi ý)
6094,rule_02_bad_03,5,5,json,(chưa gợi ý)
6095,rule_02_bad_04,5,5,json,(chưa gợi ý)
6096,rule_02_kp_02,5,5,json,(chưa gợi ý)
6097,rule_05_bad_01,5,5,json,(chưa gợi ý)
6098,rule_05_bad_02,5,5,json,(chưa gợi ý)
6099,rule_05_bad_03,5,5,json,(chưa gợi ý)
6100,rule_05_bad_04,5,5,json,(chưa gợi ý)
6101,rule_01_bad_04,5,5,json,(chưa gợi ý)
6102,rule_41_good_02,5,3,json,(chưa gợi ý)
6103,rule_44_good_02,5,3,json,(chưa gợi ý)
6104,rule_36_good_03,5,4,json,(chưa gợi ý)
6105,rule_37_good_03,5,4,json,(chưa gợi ý)
6106,rule_40_good_04,5,4,json,(chưa gợi ý)
6107,rule_39_good_04,5,4,json,(chưa gợi ý)
6108,rule_38_good_03,5,4,json,(chưa gợi ý)
6109,rule_45_good_01,5,3,json,(chưa gợi ý)
6110,rule_43_good_03,5,3,json,(chưa gợi ý)
6111,rule_03_good_04,5,4,json,(chưa gợi ý)
6112,rule_39_good_05,5,3,json,(chưa gợi ý)
6113,rule_36_good_05,5,3,json,(chưa gợi ý)
6114,rule_34_good_06,5,3,json,(chưa gợi ý)
6115,rule_38_good_04,5,3,json,(chưa gợi ý)
6116,monjayaki,5,3,json,(chưa gợi ý)
6117,Urasenke,5,1,json,(chưa gợi ý)
6118,awamori,5,2,json,(chưa gợi ý)
6119,mugi,5,2,json,(chưa gợi ý)
6120,Jingisukan,5,1,json,(chưa gợi ý)
6121,konbini_staff,5,2,json,(chưa gợi ý)
6122,table_guest_2,5,1,json,(chưa gợi ý)
6123,reporter_jp,5,2,json,(chưa gợi ý)
6124,commits,5,1,json,(chưa gợi ý)
6125,keys,4,4,md,(chưa gợi ý)
6126,TABLE,4,3,md,(chưa gợi ý)
6127,honorific,4,4,md,(chưa gợi ý)
6128,user_q,4,2,md,(chưa gợi ý)
6129,Hizashi_horenso_v1,4,2,md,(chưa gợi ý)
6130,TOC,4,2,md,(chưa gợi ý)
6131,EPUB,4,2,md,(chưa gợi ý)
6132,SQLite,4,3,md,(chưa gợi ý)
6133,Base,4,3,json/md,(chưa gợi ý)
6134,phanh,4,3,md,(chưa gợi ý)
6135,Shadow,4,4,json/md,(chưa gợi ý)
6136,disambiguation,4,4,md,(chưa gợi ý)
6137,tabuto,4,3,md,(chưa gợi ý)
6138,duplicate,4,4,md,(chưa gợi ý)
6139,Farewell,4,3,md,(chưa gợi ý)
6140,Second,4,4,md,(chưa gợi ý)
6141,subsidiary,4,3,json/md,(chưa gợi ý)
6142,ECS,4,4,md,(chưa gợi ý)
6143,Fargate,4,4,md,(chưa gợi ý)
6144,tolist,4,2,md,(chưa gợi ý)
6145,killer,4,3,md,(chưa gợi ý)
6146,hero,4,3,md,(chưa gợi ý)
6147,Media,4,4,md,(chưa gợi ý)
6148,YouTuber,4,4,json/md,(chưa gợi ý)
6149,Logistics,4,3,json/md,(chưa gợi ý)
6150,shachou,4,3,md,(chưa gợi ý)
6151,Founders,4,3,md,(chưa gợi ý)
6152,USJ,4,4,json/md,(chưa gợi ý)
6153,PRIMARY,4,3,md,(chưa gợi ý)
6154,DECIMAL,4,1,md,(chưa gợi ý)
6155,Voyage,4,3,md,(chưa gợi ý)
6156,Supabase,4,3,md,(chưa gợi ý)
6157,influencers,4,3,md,(chưa gợi ý)
6158,Now,4,3,md,(chưa gợi ý)
6159,trending,4,2,md,(chưa gợi ý)
6160,comments,4,3,md,(chưa gợi ý)
6161,Quality,4,3,md,(chưa gợi ý)
6162,passed,4,3,md,(chưa gợi ý)
6163,Decline,4,3,md,(chưa gợi ý)
6164,discourse,4,3,md,(chưa gợi ý)
6165,awareness,4,4,md,(chưa gợi ý)
6166,labor,4,3,md,(chưa gợi ý)
6167,nenkin,4,4,md,(chưa gợi ý)
6168,Downgrade,4,4,md,(chưa gợi ý)
6169,formula,4,4,md,(chưa gợi ý)
6170,chunked,4,4,md,(chưa gợi ý)
6171,optimal,4,4,json/md,(chưa gợi ý)
6172,vibe,4,4,json/md,(chưa gợi ý)
6173,publication,4,4,md,(chưa gợi ý)
6174,sidebar,4,2,md,(chưa gợi ý)
6175,teachable,4,3,md,(chưa gợi ý)
6176,animal,4,4,json/md,(chưa gợi ý)
6177,urban_life,4,4,json/md,(chưa gợi ý)
6178,conbini,4,3,json/md,(chưa gợi ý)
6179,drafts,4,4,json/md,(chưa gợi ý)
6180,batch_0168_0170,4,1,md,(chưa gợi ý)
6181,pets,4,3,json/md,(chưa gợi ý)
6182,cooking,4,4,json/md,(chưa gợi ý)
6183,seasonal_food,4,3,json/md,(chưa gợi ý)
6184,Prompt,4,3,md,(chưa gợi ý)
6185,printer,4,3,json/md,(chưa gợi ý)
6186,daburu,4,3,md,(chưa gợi ý)
6187,Double,4,3,md,(chưa gợi ý)
6188,furu,4,3,md,(chưa gợi ý)
6189,neemu,4,3,md,(chưa gợi ý)
6190,kuraudo,4,3,md,(chưa gợi ý)
6191,Briefing,4,4,json/md,(chưa gợi ý)
6192,retail,4,4,json/md,(chưa gợi ý)
6193,slower,4,4,md,(chưa gợi ý)
6194,Refill,4,3,md,(chưa gợi ý)
6195,manaa,4,3,md,(chưa gợi ý)
6196,moodo,4,3,md,(chưa gợi ý)
6197,sukoopu,4,3,md,(chưa gợi ý)
6198,afutaa,4,3,md,(chưa gợi ý)
6199,kea,4,3,md,(chưa gợi ý)
6200,sarcasm,4,3,json/md,(chưa gợi ý)
6201,cravate,4,3,json/md,(chưa gợi ý)
6202,subway,4,2,md,(chưa gợi ý)
6203,sense,4,4,md,(chưa gợi ý)
6204,receptionist,4,4,md,(chưa gợi ý)
6205,chinos,4,2,md,(chưa gợi ý)
6206,Jacket,4,3,json/md,(chưa gợi ý)
6207,ruuto,4,3,md,(chưa gợi ý)
6208,baffa,4,3,md,(chưa gợi ý)
6209,aishii,4,3,md,(chưa gợi ý)
6210,kaado,4,3,md,(chưa gợi ý)
6211,nekutai,4,3,md,(chưa gợi ý)
6212,kooto,4,3,md,(chưa gợi ý)
6213,mafuraa,4,3,md,(chưa gợi ý)
6214,hangaa,4,3,md,(chưa gợi ý)
6215,ushering,4,3,json/md,(chưa gợi ý)
6216,nonalc,4,3,json/md,(chưa gợi ý)
6217,yokan,4,3,json/md,(chưa gợi ý)
6218,Yokan,4,3,md,(chưa gợi ý)
6219,deposit,4,3,json/md,(chưa gợi ý)
6220,choudai,4,4,json/md,(chưa gợi ý)
6221,Size,4,4,json/md,(chưa gợi ý)
6222,Right,4,4,json/md,(chưa gợi ý)
6223,each,4,3,md,(chưa gợi ý)
6224,refs,4,3,md,(chưa gợi ý)
6225,Ninh,4,1,md,(chưa gợi ý)
6226,casing,4,4,json/md,(chưa gợi ý)
6227,Tagalog,4,3,md,(chưa gợi ý)
6228,misleading,4,4,md,(chưa gợi ý)
6229,Praise,4,3,md,(chưa gợi ý)
6230,skipped,4,4,md,(chưa gợi ý)
6231,sim,4,3,md,(chưa gợi ý)
6232,CAO,4,4,md,(chưa gợi ý)
6233,Minami,4,4,json/md,(chưa gợi ý)
6234,pragmatics,4,4,md,(chưa gợi ý)
6235,breaking,4,4,md,(chưa gợi ý)
6236,Lower,4,4,json/md,(chưa gợi ý)
6237,unclear,4,4,md,(chưa gợi ý)
6238,assembly,4,4,json/md,(chưa gợi ý)
6239,modification,4,2,md,(chưa gợi ý)
6240,organizational,4,4,json/md,(chưa gợi ý)
6241,dial,4,4,md,(chưa gợi ý)
6242,mass,4,4,md,(chưa gợi ý)
6243,relationships,4,4,md,(chưa gợi ý)
6244,ultra,4,4,md,(chưa gợi ý)
6245,motif,4,3,json/md,(chưa gợi ý)
6246,Symbolic,4,4,md,(chưa gợi ý)
6247,Hizashi_book,4,3,md,(chưa gợi ý)
6248,deadlin,4,1,md,(chưa gợi ý)
6249,Diagnostic,4,4,json/md,(chưa gợi ý)
6250,denwa,4,3,md,(chưa gợi ý)
6251,hazusu,4,3,md,(chưa gợi ý)
6252,uketamawaru,4,3,md,(chưa gợi ý)
6253,warmth,4,4,json/md,(chưa gợi ý)
6254,frequency,4,4,md,(chưa gợi ý)
6255,Tha,4,3,md,(chưa gợi ý)
6256,heddosetto,4,3,md,(chưa gợi ý)
6257,Headset,4,3,md,(chưa gợi ý)
6258,atto,4,3,md,(chưa gợi ý)
6259,kaette,4,3,md,(chưa gợi ý)
6260,ASAP,4,4,md,(chưa gợi ý)
6261,hakkiri,4,3,md,(chưa gợi ý)
6262,Transcribe,4,3,md,(chưa gợi ý)
6263,must,4,3,md,(chưa gợi ý)
6264,rule_43_good_02,4,4,json/md,(chưa gợi ý)
6265,rule_47_good_02,4,3,json/md,(chưa gợi ý)
6266,rule_44_good_05,4,4,json/md,(chưa gợi ý)
6267,Standardize,4,3,md,(chưa gợi ý)
6268,labels,4,3,md,(chưa gợi ý)
6269,var_01,4,2,md,(chưa gợi ý)
6270,good_04,4,2,md,(chưa gợi ý)
6271,Emotional,4,4,md,(chưa gợi ý)
6272,kitchen,4,4,md,(chưa gợi ý)
6273,Boston,4,1,md,(chưa gợi ý)
6274,gas,4,4,json/md,(chưa gợi ý)
6275,Loa,4,4,md,(chưa gợi ý)
6276,Abeno,4,2,md,(chưa gợi ý)
6277,Harukas,4,2,md,(chưa gợi ý)
6278,aligned,4,4,md,(chưa gợi ý)
6279,Geta,4,1,md,(chưa gợi ý)
6280,Nem,4,4,md,(chưa gợi ý)
6281,Karesansui,4,1,md,(chưa gợi ý)
6282,bonsai,4,4,json/md,(chưa gợi ý)
6283,ghen,4,3,json/md,(chưa gợi ý)
6284,metalinguistic,4,2,md,(chưa gợi ý)
6285,Baito,4,4,json/md,(chưa gợi ý)
6286,Vue,4,2,md,(chưa gợi ý)
6287,browser,4,4,md,(chưa gợi ý)
6288,width,4,3,md,(chưa gợi ý)
6289,Utility,4,3,md,(chưa gợi ý)
6290,HTTPS,4,1,md,(chưa gợi ý)
6291,TLS,4,1,md,(chưa gợi ý)
6292,Please,4,4,md,(chưa gợi ý)
6293,streaming,4,3,md,(chưa gợi ý)
6294,prod,4,3,json/md,(chưa gợi ý)
6295,Component,4,3,md,(chưa gợi ý)
6296,branding,4,4,md,(chưa gợi ý)
6297,Kotlin,4,3,md,(chưa gợi ý)
6298,Kubernetes,4,2,md,(chưa gợi ý)
6299,upcoming,4,1,md,(chưa gợi ý)
6300,ChasenSentencePiece,4,3,md,(chưa gợi ý)
6301,Norm,4,4,md,(chưa gợi ý)
6302,lectures,4,4,md,(chưa gợi ý)
6303,lecturer,4,2,md,(chưa gợi ý)
6304,assignment,4,3,md,(chưa gợi ý)
6305,Natural,4,4,json/md,(chưa gợi ý)
6306,tokenizer,4,3,md,(chưa gợi ý)
6307,fly,4,4,json/md,(chưa gợi ý)
6308,simplified,4,4,md,(chưa gợi ý)
6309,hub,4,4,md,(chưa gợi ý)
6310,Normalization,4,2,md,(chưa gợi ý)
6311,saying,4,2,md,(chưa gợi ý)
6312,Textbook,4,4,md,(chưa gợi ý)
6313,retain,4,4,md,(chưa gợi ý)
6314,tagged,4,4,json/md,(chưa gợi ý)
6315,Inconsistent,4,4,md,(chưa gợi ý)
6316,gradient,4,4,md,(chưa gợi ý)
6317,tolerance,4,3,json/md,(chưa gợi ý)
6318,CRYSTA,4,2,md,(chưa gợi ý)
6319,tia,4,4,md,(chưa gợi ý)
6320,Taylor,4,2,md,(chưa gợi ý)
6321,Recommendation,4,4,json/md,(chưa gợi ý)
6322,horenso,4,2,md,(chưa gợi ý)
6323,pronunciation,4,4,json/md,(chưa gợi ý)
6324,spotlight,4,4,json/md,(chưa gợi ý)
6325,embedded,4,4,md,(chưa gợi ý)
6326,debate,4,4,md,(chưa gợi ý)
6327,bridges,4,3,md,(chưa gợi ý)
6328,ijou,4,3,md,(chưa gợi ý)
6329,shiwake,4,4,json/md,(chưa gợi ý)
6330,futekigou,4,4,md,(chưa gợi ý)
6331,kousei,4,4,md,(chưa gợi ý)
6332,sampling,4,3,md,(chưa gợi ý)
6333,gomi,4,1,md,(chưa gợi ý)
6334,soudan,4,3,json/md,(chưa gợi ý)
6335,negligence,4,2,md,(chưa gợi ý)
6336,unhappy,4,3,md,(chưa gợi ý)
6337,kureemu,4,3,md,(chưa gợi ý)
6338,kaishuu,4,3,md,(chưa gợi ý)
6339,Database,4,4,md,(chưa gợi ý)
6340,MHLW,4,3,md,(chưa gợi ý)
6341,mokuhyou,4,4,md,(chưa gợi ý)
6342,guideline,4,3,md,(chưa gợi ý)
6343,Shihin,4,3,md,(chưa gợi ý)
6344,study_courses,4,3,md,(chưa gợi ý)
6345,study_modules,4,3,md,(chưa gợi ý)
6346,study_question_sets,4,3,md,(chưa gợi ý)
6347,Sequence,4,4,md,(chưa gợi ý)
6348,shi,4,4,md,(chưa gợi ý)
6349,kanji_yomi,4,3,md,(chưa gợi ý)
6350,tamago,4,4,json/md,(chưa gợi ý)
6351,Cua,4,3,json/md,(chưa gợi ý)
6352,Reverse,4,4,md,(chưa gợi ý)
6353,older,4,4,md,(chưa gợi ý)
6354,zangyou,4,3,json/md,(chưa gợi ý)
6355,Sensory,4,2,md,(chưa gợi ý)
6356,Symbol,4,2,md,(chưa gợi ý)
6357,malformed,4,3,md,(chưa gợi ý)
6358,spelling,4,4,md,(chưa gợi ý)
6359,ASCII,4,4,md,(chưa gợi ý)
6360,unified,4,1,md,(chưa gợi ý)
6361,arai,4,3,md,(chưa gợi ý)
6362,Seed,4,3,md,(chưa gợi ý)
6363,sets,4,3,json/md,(chưa gợi ý)
6364,Researcher,4,4,md,(chưa gợi ý)
6365,blue,4,3,md,(chưa gợi ý)
6366,jitco,4,2,md,(chưa gợi ý)
